,ll,acc,number_of_nodes,discretizing,sample_size,used_disc
505,-524022.6302212853,-1.0,10,uniform,10000,2
506,-21345656.362073276,-1.0,50,uniform,10000,2
507,-31320.27435459839,0.9807,5,,10000,2
508,-31320.274267695895,0.9807,10,,10000,2
509,-31320.274410266582,0.9807,50,,10000,2
510,-182906.8746760693,-1.0,5,random,10000,2
511,-630119.99796771,-1.0,10,random,10000,2
512,-20438674.25804993,-1.0,50,random,10000,2
513,-91449.22610979885,-1.0,5,latin_cube_u,10000,2
514,-718346.7305802963,-1.0,10,latin_cube_u,10000,2
515,-27949791.282021437,-1.0,50,latin_cube_u,10000,2
516,-108380.39710107095,-1.0,5,latin_cube_q,10000,2
517,-919764.1126888077,-1.0,10,latin_cube_q,10000,2
518,-22219867.973242894,-1.0,50,latin_cube_q,10000,2
519,-256646.39187446708,-1.0,5,uniform,10000,2
520,-652430.4041069384,-1.0,10,uniform,10000,2
521,-21841334.08354174,-1.0,50,uniform,10000,2
522,-31254.042925778947,0.9801,5,,10000,2
523,-31254.04287644516,0.9801,10,,10000,2
524,-31254.042779504416,0.9801,50,,10000,2
525,-109005.58966761756,-1.0,5,random,10000,2
526,-533067.0543624976,-1.0,10,random,10000,2
527,-17899965.72993899,-1.0,50,random,10000,2
528,-93961.60546085122,-1.0,5,latin_cube_u,10000,2
529,-584008.93542136,-1.0,10,latin_cube_u,10000,2
530,-19829041.6117901,-1.0,50,latin_cube_u,10000,2
531,-184154.7398184409,-1.0,5,latin_cube_q,10000,2
532,-322784.01810768753,-1.0,10,latin_cube_q,10000,2
533,-19219290.261634007,-1.0,50,latin_cube_q,10000,2
534,-97857.42406586569,-1.0,5,uniform,10000,2
535,-613165.9512841355,-1.0,10,uniform,10000,2
536,-14962414.5736412,-1.0,50,uniform,10000,2
537,-31156.19453813168,0.9813,5,,10000,2
538,-31156.19477506563,0.9813,10,,10000,2
539,-31156.194633793377,0.9813,50,,10000,2
540,-78254.79020843277,-1.0,5,random,10000,2
541,-655743.4200933063,-1.0,10,random,10000,2
542,-18483150.816594545,-1.0,50,random,10000,2
543,-85655.32704370558,-1.0,5,latin_cube_u,10000,2
544,-1023819.4850948972,-1.0,10,latin_cube_u,10000,2
545,-15669755.853340842,-1.0,50,latin_cube_u,10000,2
546,-168051.0868422745,-1.0,5,latin_cube_q,10000,2
547,-651062.9601169206,-1.0,10,latin_cube_q,10000,2
548,-18454877.815694258,-1.0,50,latin_cube_q,10000,2
549,-191268.91150173737,-1.0,5,uniform,10000,2
550,-1010210.5631359614,-1.0,10,uniform,10000,2
551,-14721364.43334362,-1.0,50,uniform,10000,2
552,-31433.93155344794,0.9821,5,,10000,2
553,-31433.93190034661,0.9821,10,,10000,2
554,-31433.93181620437,0.9821,50,,10000,2
555,-221809.22145465168,-1.0,5,random,10000,2
556,-703851.982073063,-1.0,10,random,10000,2
557,-21224371.994740237,-1.0,50,random,10000,2
558,-132556.83109828611,-1.0,5,latin_cube_u,10000,2
559,-857571.9618586675,-1.0,10,latin_cube_u,10000,2
560,-12609394.117647262,-1.0,50,latin_cube_u,10000,2
561,-102071.94434596198,-1.0,5,latin_cube_q,10000,2
562,-565233.7819206191,-1.0,10,latin_cube_q,10000,2
563,-23569702.83039949,-1.0,50,latin_cube_q,10000,2
564,-206283.48719734684,-1.0,5,uniform,10000,2
565,-519502.2216739967,-1.0,10,uniform,10000,2
566,-25338488.23405435,-1.0,50,uniform,10000,2
567,-31210.6969812291,0.9794,5,,10000,2
568,-31210.69699028555,0.9793,10,,10000,2
569,-31210.69723715093,0.9793,50,,10000,2
570,-181628.23618294753,-1.0,5,random,10000,2
571,-880175.1572116493,-1.0,10,random,10000,2
572,-18975382.30115672,-1.0,50,random,10000,2
573,-226409.1730725789,-1.0,5,latin_cube_u,10000,2
574,-714004.3606713512,-1.0,10,latin_cube_u,10000,2
575,-12178680.339935554,-1.0,50,latin_cube_u,10000,2
576,-121680.67442426627,-1.0,5,latin_cube_q,10000,2
577,-700763.0457541295,-1.0,10,latin_cube_q,10000,2
578,-19897081.88999548,-1.0,50,latin_cube_q,10000,2
579,-41321.98008536548,-1.0,5,uniform,10000,2
580,-1008379.452576573,-1.0,10,uniform,10000,2
581,-17088979.177930716,-1.0,50,uniform,10000,2
582,-31327.65076291345,0.9822,5,,10000,2
583,-31327.6504234878,0.9822,10,,10000,2
584,-31327.65050181749,0.9822,50,,10000,2
585,-157336.2699416147,-1.0,5,random,10000,2
586,-610266.7922897455,-1.0,10,random,10000,2
587,-17415347.984284915,-1.0,50,random,10000,2
588,-112023.28129348383,-1.0,5,latin_cube_u,10000,2
589,-566269.8916524301,-1.0,10,latin_cube_u,10000,2
590,-24064106.167363383,-1.0,50,latin_cube_u,10000,2
591,-113505.92412441854,-1.0,5,latin_cube_q,10000,2
592,-719428.2317649483,-1.0,10,latin_cube_q,10000,2
593,-15035546.990822468,-1.0,50,latin_cube_q,10000,2
594,-65004.026624674785,-1.0,5,uniform,10000,2
595,-385953.9416059453,-1.0,10,uniform,10000,2
596,-23698045.4233099,-1.0,50,uniform,10000,2
597,-31342.398236483343,0.9801,5,,10000,2
598,-31342.398033409347,0.9801,10,,10000,2
599,-31342.39845220337,0.9801,50,,10000,2
600,-264909.5243833507,-1.0,5,random,10000,2
601,-773862.9274099828,-1.0,10,random,10000,2
602,-18721916.419193108,-1.0,50,random,10000,2
603,-234024.338705238,-1.0,5,latin_cube_u,10000,2
604,-379122.5282854825,-1.0,10,latin_cube_u,10000,2
605,-15667192.240202159,-1.0,50,latin_cube_u,10000,2
606,-194333.4515416731,-1.0,5,latin_cube_q,10000,2
607,-638635.2601220274,-1.0,10,latin_cube_q,10000,2
608,-17363008.985784758,-1.0,50,latin_cube_q,10000,2
609,-80685.74171355333,-1.0,5,uniform,10000,2
610,-410296.6297978929,-1.0,10,uniform,10000,2
611,-13848496.618790802,-1.0,50,uniform,10000,2
612,-31421.970053763613,0.9798,5,,10000,2
613,-31421.970043778456,0.9799,10,,10000,2
614,-31421.970066499976,0.9799,50,,10000,2
615,-165960.44988525164,-1.0,5,random,10000,2
616,-483241.3072647188,-1.0,10,random,10000,2
617,-20070511.75676915,-1.0,50,random,10000,2
618,-202665.5296889637,-1.0,5,latin_cube_u,10000,2
619,-222438.34387234595,-1.0,10,latin_cube_u,10000,2
620,-30954917.368661344,-1.0,50,latin_cube_u,10000,2
621,-112725.97773331353,-1.0,5,latin_cube_q,10000,2
622,-769434.2861763478,-1.0,10,latin_cube_q,10000,2
623,-20111102.24783211,-1.0,50,latin_cube_q,10000,2
624,-230409.14402541093,-1.0,5,uniform,10000,2
625,-624045.980576905,-1.0,10,uniform,10000,2
626,-18744731.20261164,-1.0,50,uniform,10000,2
627,-31209.36226941498,0.9789,5,,10000,2
628,-31209.362103014308,0.9789,10,,10000,2
629,-31209.362278185272,0.9789,50,,10000,2
630,-175191.0526894951,-1.0,5,random,10000,2
631,-698249.4362811464,-1.0,10,random,10000,2
632,-21134281.23967136,-1.0,50,random,10000,2
633,-101899.55423827001,-1.0,5,latin_cube_u,10000,2
634,-848992.3574226386,-1.0,10,latin_cube_u,10000,2
635,-13751527.334044179,-1.0,50,latin_cube_u,10000,2
636,-127085.0124077398,-1.0,5,latin_cube_q,10000,2
637,-601365.4380453718,-1.0,10,latin_cube_q,10000,2
638,-18906572.633315142,-1.0,50,latin_cube_q,10000,2
639,-223913.75665844523,-1.0,5,uniform,10000,2
640,-743832.9049732488,-1.0,10,uniform,10000,2
641,-14325982.341550006,-1.0,50,uniform,10000,2
642,-31410.789542865776,0.9809,5,,10000,2
643,-31410.789684606607,0.9809,10,,10000,2
644,-31410.789744141533,0.9809,50,,10000,2
645,-100014.40676796804,-1.0,5,random,10000,2
646,-510644.6327406026,-1.0,10,random,10000,2
647,-20378598.028613906,-1.0,50,random,10000,2
648,-110810.36215505331,-1.0,5,latin_cube_u,10000,2
649,-827929.3700522082,-1.0,10,latin_cube_u,10000,2
650,-19316645.040343728,-1.0,50,latin_cube_u,10000,2
651,-213657.83567745707,-1.0,5,latin_cube_q,10000,2
652,-794633.9685460266,-1.0,10,latin_cube_q,10000,2
653,-20201687.52048085,-1.0,50,latin_cube_q,10000,2
654,-72477.28572953459,-1.0,5,uniform,10000,2
655,-723778.0226475229,-1.0,10,uniform,10000,2
656,-19409001.776474234,-1.0,50,uniform,10000,2
657,-31210.974349042768,0.9788,5,,10000,2
658,-31210.974287794503,0.9788,10,,10000,2
659,-31210.974426401663,0.9788,50,,10000,2
660,-176268.14257997408,-1.0,5,random,10000,2
661,-789911.594727734,-1.0,10,random,10000,2
662,-19223032.519417163,-1.0,50,random,10000,2
663,-166977.8059406556,-1.0,5,latin_cube_u,10000,2
664,-684106.4144431282,-1.0,10,latin_cube_u,10000,2
665,-21083622.45455351,-1.0,50,latin_cube_u,10000,2
666,-183181.43559828878,-1.0,5,latin_cube_q,10000,2
667,-936166.2040605367,-1.0,10,latin_cube_q,10000,2
668,-17738921.158608228,-1.0,50,latin_cube_q,10000,2
669,-205585.76741875935,-1.0,5,uniform,10000,2
670,-629992.0060646686,-1.0,10,uniform,10000,2
671,-19030261.461621664,-1.0,50,uniform,10000,2
672,-31224.55504046405,0.9793,5,,10000,2
673,-31224.555173689594,0.9793,10,,10000,2
674,-31224.55495992316,0.9793,50,,10000,2
675,-128318.34903782693,-1.0,5,random,10000,2
676,-750542.2648583899,-1.0,10,random,10000,2
677,-19184390.730682794,-1.0,50,random,10000,2
678,-49592.14172524828,-1.0,5,latin_cube_u,10000,2
679,-724810.8264514363,-1.0,10,latin_cube_u,10000,2
680,-15550733.64863996,-1.0,50,latin_cube_u,10000,2
681,-160061.89006113046,-1.0,5,latin_cube_q,10000,2
682,-691640.2184207826,-1.0,10,latin_cube_q,10000,2
683,-18689083.80899104,-1.0,50,latin_cube_q,10000,2
684,-258284.04015723206,-1.0,5,uniform,10000,2
685,-645100.4113782888,-1.0,10,uniform,10000,2
686,-24172420.05351875,-1.0,50,uniform,10000,2
687,-31393.634823100998,0.9804,5,,10000,2
688,-31393.634592460017,0.9804,10,,10000,2
689,-31393.63434879996,0.9804,50,,10000,2
690,-284143.50361688284,-1.0,5,random,10000,2
691,-479203.00251124945,-1.0,10,random,10000,2
692,-21938065.876080755,-1.0,50,random,10000,2
693,-137026.76334239982,-1.0,5,latin_cube_u,10000,2
694,-602333.601503329,-1.0,10,latin_cube_u,10000,2
695,-25417177.58278522,-1.0,50,latin_cube_u,10000,2
696,-98293.84390542867,-1.0,5,latin_cube_q,10000,2
697,-891915.0308832066,-1.0,10,latin_cube_q,10000,2
698,-18493751.0673117,-1.0,50,latin_cube_q,10000,2
699,-71466.41720816928,-1.0,5,uniform,10000,2
700,-1053221.0050924101,-1.0,10,uniform,10000,2
701,-23784602.562888946,-1.0,50,uniform,10000,2
702,-31313.277284315358,0.9811,5,,10000,2
703,-31313.27720087652,0.9811,10,,10000,2
704,-31313.276913101716,0.9811,50,,10000,2
705,-159629.9936876228,-1.0,5,random,10000,2
706,-517074.69641150255,-1.0,10,random,10000,2
707,-19870107.88870093,-1.0,50,random,10000,2
708,-99403.11072927949,-1.0,5,latin_cube_u,10000,2
709,-767425.7083488667,-1.0,10,latin_cube_u,10000,2
710,-19724141.998942357,-1.0,50,latin_cube_u,10000,2
711,-134282.91520589698,-1.0,5,latin_cube_q,10000,2
712,-485201.96025893505,-1.0,10,latin_cube_q,10000,2
713,-18030490.24603982,-1.0,50,latin_cube_q,10000,2
714,-114922.83409426999,-1.0,5,uniform,10000,2
715,-676631.8117381453,-1.0,10,uniform,10000,2
716,-14036421.637310999,-1.0,50,uniform,10000,2
717,-31451.080929510863,0.9813,5,,10000,2
718,-31451.08115186252,0.9813,10,,10000,2
719,-31451.08077803703,0.9812,50,,10000,2
720,-220282.56679082566,-1.0,5,random,10000,2
721,-730645.1401611184,-1.0,10,random,10000,2
722,-18724714.284395598,-1.0,50,random,10000,2
723,-59699.7522635185,-1.0,5,latin_cube_u,10000,2
724,-363885.81640359067,-1.0,10,latin_cube_u,10000,2
725,-24813680.73826246,-1.0,50,latin_cube_u,10000,2
726,-276410.54377514025,-1.0,5,latin_cube_q,10000,2
727,-824783.1809790244,-1.0,10,latin_cube_q,10000,2
728,-20393049.373289615,-1.0,50,latin_cube_q,10000,2
729,-105139.17491692191,-1.0,5,uniform,10000,2
730,-553170.7870447155,-1.0,10,uniform,10000,2
731,-17710272.24770826,-1.0,50,uniform,10000,2
732,-31378.895019084568,0.9786,5,,10000,2
733,-31378.895086231256,0.9786,10,,10000,2
734,-31378.89496479659,0.9786,50,,10000,2
735,-140398.8970669469,-1.0,5,random,10000,2
736,-535580.3519579754,-1.0,10,random,10000,2
737,-19997813.07135515,-1.0,50,random,10000,2
738,-39101.974460193225,-1.0,5,latin_cube_u,10000,2
739,-856250.9208765965,-1.0,10,latin_cube_u,10000,2
740,-22031007.833283164,-1.0,50,latin_cube_u,10000,2
741,-199013.11453425002,-1.0,5,latin_cube_q,10000,2
742,-628702.568886086,-1.0,10,latin_cube_q,10000,2
743,-22554900.043411333,-1.0,50,latin_cube_q,10000,2
744,-80825.5596117567,-1.0,5,uniform,10000,2
745,-698883.5951800398,-1.0,10,uniform,10000,2
746,-32873384.395799484,-1.0,50,uniform,10000,2
747,-31147.81428513663,0.9785,5,,10000,2
748,-31147.814294100514,0.9785,10,,10000,2
749,-31147.814443314277,0.9785,50,,10000,2
